"MUNID","CODEID","NOM","TYPE","ABREV","AIRE","PERIM","ENTITEID","GEOM"
"81017","5","Buckingham","Ex ville","B","16081187.44","18214.35","{0DE4611D-2A9E-4B26-A1B6-72A9C3DD3DBD}","POLYGON (-75.415244 45.598979,-75.41522 45.598852,-75.415201 45.598756,-75.415184 45.598672,-75.415152 45.598509,-75.415131 45.598401,-75.41512 45.598346,-75.415101 45.598245,-75.41509 45.598184,-75.415059 45.598021,-75.415024 45.597841,-75.414964 45.597532,-75.414895 45.597179,-75.414886 45.597154,-75.414881 45.597141,-75.414781 45.596714,-75.414725 45.596479,-75.414495 45.595575,-75.414354 45.594992,-75.41335 45.595088,-75.413117 45.59511,-75.41276 45.595144,-75.412989 45.595198,-75.412508 45.595726,-75.412028 45.596255,-75.411541 45.596037,-75.410107 45.595395,-75.407627 45.595629,-75.407584 45.595428,-75.407565 45.595338,-75.407532 45.595117,-75.407476 45.594743,-75.407467 45.594678,-75.407463 45.594654,-75.407397 45.594188,-75.407396 45.59418,-75.407379 45.594063,-75.407375 45.594035,-75.40734 45.593791,-75.407305 45.593547,-75.407302 45.593525,-75.407258 45.593529,-75.407166 45.593538,-75.406897 45.593572,-75.406131 45.593613,-75.405745 45.593663,-75.405495 45.593682,-75.404633 45.593746,-75.403936 45.593798,-75.403679 45.593814,-75.401959 45.593872,-75.401208 45.593913,-75.40048 45.593953,-75.393814 45.59435,-75.393378 45.591039,-75.39318 45.589529,-75.393141 45.589235,-75.392979 45.588004,-75.392547 45.588038,-75.392505 45.587765,-75.392476 45.587586,-75.392461 45.587486,-75.392448 45.587406,-75.392421 45.587234,-75.392408 45.587148,-75.392394 45.587062,-75.392367 45.586891,-75.39234 45.586719,-75.392313 45.586547,-75.39229 45.5864,-75.392286 45.586373,-75.392269 45.586264,-75.392243 45.586101,-75.392206 45.585866,-75.392163 45.585594,-75.392149 45.585504,-75.392135 45.585414,-75.391976 45.585427,-75.391936 45.585154,-75.392598 45.585103,-75.39251 45.584433,-75.392422 45.583763,-75.392411 45.583675,-75.392336 45.58311,-75.392335 45.583096,-75.392291 45.582761,-75.392271 45.582609,-75.392242 45.582391,-75.392199 45.582063,-75.392146 45.581663,-75.392127 45.581516,-75.392055 45.58097,-75.392051 45.580935,-75.391983 45.580423,-75.391955 45.580206,-75.391912 45.579877,-75.391859 45.579478,-75.39184 45.57933,-75.391768 45.578784,-75.391763 45.57875,-75.391696 45.578237,-75.391668 45.578021,-75.391624 45.57769,-75.391572 45.577293,-75.391552 45.577144,-75.391474 45.576547,-75.39145 45.576334,-75.391407 45.575514,-75.391309 45.57266,-75.390707 45.569136,-75.390678 45.569047,-75.390568 45.568416,-75.390387 45.56737,-75.390233 45.566483,-75.390067 45.565538,-75.389986 45.565075,-75.389926 45.564792,-75.389319 45.56192,-75.391251 45.561789,-75.395633 45.56149,-75.395951 45.561466,-75.396015 45.561459,-75.396048 45.561457,-75.398234 45.56131,-75.400501 45.561158,-75.40259 45.561,-75.40262 45.560997,-75.404961 45.56082,-75.405737 45.560759,-75.407356 45.560632,-75.408558 45.560537,-75.408887 45.560511,-75.408897 45.56051,-75.410512 45.560378,-75.412214 45.560238,-75.415465 45.559973,-75.415852 45.559941,-75.417079 45.559843,-75.417601 45.559801,-75.418582 45.559723,-75.419154 45.559677,-75.419202 45.559673,-75.419285 45.559667,-75.420676 45.559556,-75.421452 45.55949,-75.422476 45.559412,-75.4226 45.559491,-75.422711 45.559592,-75.422893 45.559789,-75.42305 45.559991,-75.423252 45.560349,-75.42323 45.560375,-75.423171 45.560419,-75.42312 45.560446,-75.423098 45.560441,-75.423019 45.560412,-75.422975 45.560419,-75.422908 45.560478,-75.422826 45.560579,-75.422805 45.56064,-75.422798 45.560698,-75.422753 45.560749,-75.422587 45.560865,-75.422286 45.561033,-75.421753 45.56134,-75.42162 45.561452,-75.421553 45.561554,-75.421404 45.561709,-75.421145 45.561923,-75.421172 45.561921,-75.421418 45.561908,-75.421904 45.561882,-75.422008 45.561877,-75.422323 45.56186,-75.427423 45.561664,-75.427499 45.561704,-75.427559 45.561735,-75.427588 45.561735,-75.428036 45.561726,-75.428449 45.561718,-75.429021 45.561682,-75.430137 45.561614,-75.431195 45.561534,-75.43458 45.561313,-75.436184 45.561187,-75.436536 45.561162,-75.436674 45.561133,-75.436854 45.561127,-75.437104 45.561119,-75.43767 45.561079,-75.438105 45.56105,-75.438904 45.560997,-75.439819 45.560958,-75.441188 45.560889,-75.441772 45.560864,-75.442849 45.560816,-75.444529 45.56073,-75.445698 45.560655,-75.446709 45.560591,-75.447292 45.560553,-75.447876 45.56052,-75.447901 45.560623,-75.448008 45.561055,-75.44808 45.561344,-75.449471 45.566397,-75.450869 45.571649,-75.451026 45.572242,-75.451047 45.572317,-75.451048 45.572323,-75.451054 45.572343,-75.451081 45.572448,-75.451071 45.572449,-75.451055 45.572449,-75.450844 45.572458,-75.450452 45.572473,-75.45006 45.572489,-75.449803 45.5725,-75.449281 45.572522,-75.448891 45.57254,-75.448502 45.57257,-75.447726 45.572629,-75.446757 45.572712,-75.446564 45.572727,-75.446175 45.572759,-75.445788 45.572791,-75.4454 45.572823,-75.445013 45.57286,-75.444703 45.572888,-75.44458 45.5729,-75.444317 45.572925,-75.444355 45.573375,-75.444388 45.573759,-75.444416 45.57408,-75.444458 45.574569,-75.444469 45.574693,-75.444526 45.575361,-75.444593 45.576143,-75.444677 45.577591,-75.445317 45.588685,-75.445451 45.591,-75.44546 45.591157,-75.443161 45.591337,-75.441321 45.591442,-75.440343 45.591492,-75.439378 45.59154,-75.439291 45.591545,-75.439159 45.59155,-75.439096 45.591553,-75.439017 45.591558,-75.436825 45.591694,-75.436715 45.591698,-75.435957 45.59173,-75.43576 45.591738,-75.435741 45.591739,-75.435375 45.591754,-75.434522 45.591789,-75.433293 45.59185,-75.432373 45.591896,-75.431638 45.591947,-75.431305 45.59197,-75.431268 45.591973,-75.43117 45.59198,-75.430465 45.592006,-75.430438 45.592007,-75.430269 45.592013,-75.429631 45.592041,-75.429067 45.592065,-75.428842 45.592076,-75.429269 45.595174,-75.429382 45.595995,-75.429401 45.596128,-75.429091 45.596218,-75.428497 45.596342,-75.428028 45.596483,-75.427682 45.596678,-75.426344 45.597305,-75.426378 45.597549,-75.426451 45.598081,-75.426458 45.598126,-75.426553 45.598816,-75.425965 45.598434,-75.425108 45.598511,-75.424676 45.59855,-75.422266 45.598767,-75.421108 45.598871,-75.420532 45.598922,-75.419953 45.598985,-75.419644 45.599008,-75.419606 45.59901,-75.419387 45.599019,-75.419381 45.599019,-75.419352 45.599019,-75.419323 45.599019,-75.419195 45.599019,-75.419012 45.599019,-75.418987 45.599019,-75.41897 45.599019,-75.418967 45.599019,-75.418725 45.599012,-75.418359 45.599026,-75.418231 45.599031,-75.417973 45.599038,-75.4177 45.599045,-75.417192 45.599062,-75.416933 45.599069,-75.416151 45.59909,-75.415894 45.599096,-75.415269 45.599113,-75.415244 45.598979)"
"81017","10","Masson-Angers","Ex ville","M","64539023.89","46386.2","{96AAFDBC-9949-41EF-8D00-ECE15E302886}","POLYGON (-75.353715 45.595704,-75.352718 45.58781,-75.352712 45.587765,-75.351701 45.579757,-75.351671 45.579525,-75.351669 45.579512,-75.351655 45.579385,-75.351643 45.57928,-75.350913 45.572846,-75.350883 45.572652,-75.34932 45.564671,-75.34918 45.563952,-75.348637 45.56118,-75.348594 45.560959,-75.348384 45.559887,-75.348097 45.558419,-75.348031 45.558084,-75.347997 45.557899,-75.347937 45.5576,-75.347863 45.55723,-75.34644 45.54921,-75.346109 45.547347,-75.345851 45.545894,-75.344916 45.540624,-75.344868 45.540352,-75.344854 45.54027,-75.344756 45.53972,-75.344365 45.537519,-75.346074 45.536985,-75.360505 45.533007,-75.361406 45.532764,-75.367917 45.530918,-75.385222 45.526331,-75.3869 45.525756,-75.386938 45.525743,-75.387607 45.525543,-75.394109 45.524356,-75.395312 45.524276,-75.398612 45.524055,-75.398715 45.524029,-75.399061 45.524023,-75.401087 45.523827,-75.402087 45.523765,-75.402356 45.523731,-75.403035 45.523702,-75.403726 45.523708,-75.403868 45.523683,-75.409135 45.523555,-75.411192 45.523295,-75.412526 45.523137,-75.413998 45.522808,-75.41419 45.5228,-75.420327 45.520972,-75.421016 45.520918,-75.421697 45.520865,-75.42282 45.520739,-75.423896 45.520617,-75.424324 45.520569,-75.428996 45.520573,-75.434287 45.520872,-75.442758 45.520927,-75.444208 45.520715,-75.445187 45.520427,-75.445458 45.52034,-75.445547 45.520332,-75.449961 45.519068,-75.451851 45.518367,-75.456085 45.517423,-75.456818 45.517241,-75.456883 45.517187,-75.457203 45.517145,-75.465774 45.516605,-75.468847 45.516411,-75.471643 45.516196,-75.473984 45.515897,-75.476786 45.515361,-75.480048 45.514588,-75.481822 45.514123,-75.482463 45.513915,-75.485318 45.513032,-75.488809 45.512142,-75.491502 45.511284,-75.497974 45.509377,-75.49889 45.509145,-75.500552 45.508598,-75.505357 45.506921,-75.513745 45.504429,-75.518542 45.50303,-75.522041 45.501954,-75.525516 45.50084,-75.526165 45.500646,-75.526193 45.500637,-75.52618 45.500802,-75.526286 45.501897,-75.52651 45.503386,-75.526765 45.505088,-75.526822 45.505466,-75.527033 45.506877,-75.527048 45.506974,-75.5271 45.507326,-75.527109 45.507382,-75.527125 45.50749,-75.527236 45.508233,-75.527272 45.508468,-75.527393 45.509278,-75.528052 45.513669,-75.528097 45.513969,-75.528098 45.51398,-75.528128 45.514126,-75.528153 45.514256,-75.52856 45.516923,-75.528604 45.51721,-75.528631 45.517384,-75.528671 45.517647,-75.528697 45.517821,-75.528704 45.517867,-75.528721 45.517976,-75.528886 45.519247,-75.529153 45.521296,-75.529265 45.52202,-75.529422 45.523031,-75.529445 45.523373,-75.529848 45.526056,-75.530206 45.528223,-75.530356 45.529134,-75.530469 45.530013,-75.530558 45.530706,-75.530868 45.532884,-75.531416 45.536844,-75.531718 45.538947,-75.531911 45.539872,-75.531936 45.539993,-75.531805 45.540003,-75.530607 45.540098,-75.530191 45.540131,-75.529849 45.540158,-75.529119 45.540217,-75.528564 45.540261,-75.527652 45.540333,-75.526989 45.540386,-75.526354 45.540436,-75.52547 45.540507,-75.525347 45.540516,-75.524458 45.540587,-75.5229 45.540711,-75.522103 45.540774,-75.521438 45.540827,-75.520406 45.540909,-75.519976 45.540943,-75.518759 45.541041,-75.518686 45.541047,-75.517714 45.541125,-75.517272 45.541142,-75.516896 45.541157,-75.515995 45.541192,-75.515302 45.541227,-75.515271 45.541229,-75.515178 45.541235,-75.515103 45.541241,-75.514516 45.541281,-75.513774 45.541333,-75.51219 45.541474,-75.512009 45.541491,-75.511248 45.541559,-75.510283 45.541645,-75.510031 45.541667,-75.509605 45.541705,-75.508962 45.541763,-75.508817 45.541768,-75.508642 45.541782,-75.508417 45.541801,-75.508368 45.541806,-75.50823 45.541818,-75.507967 45.541843,-75.507841 45.541843,-75.507609 45.541863,-75.506963 45.54191,-75.505782 45.54201,-75.505241 45.542056,-75.503905 45.542162,-75.503522 45.542192,-75.50232 45.542288,-75.501804 45.542329,-75.49883 45.54251,-75.498815 45.542511,-75.498753 45.542515,-75.498063 45.542554,-75.497935 45.54256,-75.497803 45.542567,-75.496975 45.54259,-75.495279 45.542639,-75.495137 45.542649,-75.491897 45.542895,-75.491758 45.542905,-75.488313 45.543152,-75.487669 45.543191,-75.485326 45.543335,-75.484988 45.543352,-75.484494 45.543377,-75.483663 45.543418,-75.482216 45.543491,-75.481999 45.543502,-75.481555 45.54354,-75.480476 45.543632,-75.478943 45.543763,-75.478692 45.543785,-75.477063 45.543899,-75.475606 45.543958,-75.475507 45.543962,-75.47534 45.543969,-75.474017 45.544038,-75.47393 45.544043,-75.47219 45.544135,-75.471998 45.544145,-75.471045 45.544205,-75.470363 45.544248,-75.46982 45.544282,-75.468685 45.544354,-75.468347 45.544373,-75.466999 45.544449,-75.465898 45.54451,-75.465362 45.54454,-75.463729 45.544632,-75.462074 45.544725,-75.460866 45.544792,-75.460419 45.544817,-75.458753 45.54491,-75.458745 45.544911,-75.457071 45.545005,-75.45542 45.545097,-75.453767 45.545202,-75.452076 45.545318,-75.448812 45.545647,-75.447975 45.545731,-75.447138 45.545815,-75.445471 45.545981,-75.439072 45.546264,-75.438721 45.546279,-75.438745 45.546418,-75.43906 45.548262,-75.439188 45.549014,-75.439341 45.549908,-75.439512 45.550919,-75.439652 45.551746,-75.439777 45.552411,-75.439857 45.552839,-75.439979 45.553542,-75.439982 45.553586,-75.439995 45.553783,-75.440039 45.554029,-75.44008 45.554257,-75.440085 45.554283,-75.440091 45.554317,-75.440099 45.554361,-75.440104 45.554386,-75.440145 45.554617,-75.440179 45.554806,-75.440183 45.554829,-75.440188 45.554855,-75.440197 45.554904,-75.440211 45.554981,-75.440224 45.555057,-75.440233 45.555107,-75.440236 45.555121,-75.440242 45.555156,-75.440252 45.555209,-75.440256 45.555232,-75.44026 45.555258,-75.44027 45.555309,-75.440274 45.555331,-75.440278 45.555358,-75.440287 45.555407,-75.440301 45.555484,-75.440313 45.555553,-75.440315 45.555561,-75.440324 45.55561,-75.440328 45.555635,-75.440333 45.555659,-75.440339 45.555696,-75.440346 45.555736,-75.440355 45.555786,-75.44036 45.555813,-75.440369 45.555862,-75.440378 45.555911,-75.440392 45.555988,-75.440414 45.556113,-75.44043 45.556201,-75.440437 45.556239,-75.440451 45.556316,-75.440457 45.556349,-75.44046 45.556365,-75.440464 45.55639,-75.440468 45.556414,-75.440474 45.556443,-75.440482 45.556491,-75.440492 45.556544,-75.440496 45.556568,-75.440498 45.556579,-75.440505 45.556617,-75.440514 45.556666,-75.440527 45.556743,-75.44055 45.556869,-75.440573 45.556995,-75.440593 45.557107,-75.440595 45.55712,-75.440618 45.557246,-75.440632 45.557323,-75.440638 45.557356,-75.440641 45.557372,-75.440645 45.557397,-75.440649 45.557421,-75.440655 45.55745,-75.440663 45.557498,-75.440673 45.557551,-75.440677 45.557575,-75.440679 45.557587,-75.440686 45.557624,-75.440695 45.557673,-75.440711 45.557764,-75.44074 45.557925,-75.440769 45.558086,-75.440938 45.559023,-75.440984 45.559311,-75.441069 45.559891,-75.441083 45.560022,-75.441091 45.560096,-75.441092 45.560102,-75.441188 45.560889,-75.439819 45.560958,-75.438904 45.560997,-75.438105 45.56105,-75.43767 45.561079,-75.437104 45.561119,-75.436854 45.561127,-75.436674 45.561133,-75.436536 45.561162,-75.436184 45.561187,-75.43458 45.561313,-75.431195 45.561534,-75.430137 45.561614,-75.429021 45.561682,-75.428449 45.561718,-75.428036 45.561726,-75.427588 45.561735,-75.427559 45.561735,-75.427499 45.561704,-75.427423 45.561664,-75.422323 45.56186,-75.422008 45.561877,-75.421904 45.561882,-75.421418 45.561908,-75.421172 45.561921,-75.421145 45.561923,-75.421404 45.561709,-75.421553 45.561554,-75.42162 45.561452,-75.421753 45.56134,-75.422286 45.561033,-75.422587 45.560865,-75.422753 45.560749,-75.422798 45.560698,-75.422805 45.56064,-75.422826 45.560579,-75.422908 45.560478,-75.422975 45.560419,-75.423019 45.560412,-75.423098 45.560441,-75.42312 45.560446,-75.423171 45.560419,-75.42323 45.560375,-75.423252 45.560349,-75.42305 45.559991,-75.422893 45.559789,-75.422711 45.559592,-75.4226 45.559491,-75.422476 45.559412,-75.421452 45.55949,-75.420676 45.559556,-75.419285 45.559667,-75.419202 45.559673,-75.419154 45.559677,-75.418582 45.559723,-75.417601 45.559801,-75.417079 45.559843,-75.415852 45.559941,-75.415465 45.559973,-75.412214 45.560238,-75.410512 45.560378,-75.408897 45.56051,-75.408887 45.560511,-75.408558 45.560537,-75.407356 45.560632,-75.405737 45.560759,-75.404961 45.56082,-75.40262 45.560997,-75.40259 45.561,-75.400501 45.561158,-75.398234 45.56131,-75.396048 45.561457,-75.396015 45.561459,-75.395951 45.561466,-75.395633 45.56149,-75.391251 45.561789,-75.389319 45.56192,-75.389926 45.564792,-75.389986 45.565075,-75.390067 45.565538,-75.390233 45.566483,-75.390387 45.56737,-75.390568 45.568416,-75.390678 45.569047,-75.390707 45.569136,-75.391309 45.57266,-75.391407 45.575514,-75.39145 45.576334,-75.391474 45.576547,-75.391552 45.577144,-75.391572 45.577293,-75.391624 45.57769,-75.391668 45.578021,-75.391696 45.578237,-75.391763 45.57875,-75.391768 45.578784,-75.39184 45.57933,-75.391859 45.579478,-75.391912 45.579877,-75.391955 45.580206,-75.391983 45.580423,-75.392051 45.580935,-75.392055 45.58097,-75.392127 45.581516,-75.392146 45.581663,-75.392199 45.582063,-75.392242 45.582391,-75.392271 45.582609,-75.392291 45.582761,-75.392335 45.583096,-75.392336 45.58311,-75.392411 45.583675,-75.392422 45.583763,-75.39251 45.584433,-75.392598 45.585103,-75.391936 45.585154,-75.391976 45.585427,-75.392135 45.585414,-75.392149 45.585504,-75.392163 45.585594,-75.392206 45.585866,-75.392243 45.586101,-75.392269 45.586264,-75.392286 45.586373,-75.39229 45.5864,-75.392313 45.586547,-75.39234 45.586719,-75.392367 45.586891,-75.392394 45.587062,-75.392408 45.587148,-75.392421 45.587234,-75.392448 45.587406,-75.392461 45.587486,-75.392476 45.587586,-75.392505 45.587765,-75.392547 45.588038,-75.392979 45.588004,-75.393141 45.589235,-75.39318 45.589529,-75.393378 45.591039,-75.393814 45.59435,-75.392225 45.594447,-75.391228 45.59451,-75.390788 45.594538,-75.389016 45.594651,-75.388109 45.594709,-75.387082 45.594838,-75.386518 45.594909,-75.38617 45.594894,-75.386087 45.594905,-75.386027 45.594914,-75.385884 45.594972,-75.385457 45.59503,-75.384797 45.595119,-75.383979 45.595165,-75.383069 45.595278,-75.382876 45.595302,-75.382359 45.595366,-75.380637 45.595319,-75.380594 45.595318,-75.377204 45.595541,-75.37392 45.595756,-75.370583 45.59598,-75.367246 45.596203,-75.365021 45.596349,-75.363935 45.59642,-75.363906 45.596422,-75.362797 45.596495,-75.360572 45.596641,-75.359788 45.596693,-75.357449 45.596849,-75.35389 45.597087,-75.353803 45.596396,-75.353715 45.595704)"
