"adresseid","distance_min_m","nombre_bornes_proches"
17742,"46.68718594","2"
17743,"49.78983233","2"
17744,"44.24250818","2"
17745,"25.63976135","2"
17746,"18.89224052","2"
17747,"25.316834","2"
17748,"21.0034282","2"
17749,"17.94900282","2"
17750,"18.72572873","2"
17751,"18.98183218","2"
17752,"22.78258479","2"
17753,"24.29479515","2"
17754,"29.66163709","2"
17755,"40.84092016","2"
17756,"46.97161046","2"
17757,"57.71478524","2"
17758,"64.16056964","2"
17759,"29.87425785","2"
17760,"40.55422498","2"
17761,"34.71816429","3"
17762,"36.16582906","2"
17763,"44.60187278","2"
17764,"31.38064354","3"
17765,"47.88725238","3"
17766,"55.53993989","2"
17767,"24.92229121","3"
17768,"54.74915375","3"
17769,"58.5013612","3"
17770,"25.4485188","3"
17771,"61.54932992","3"
17772,"62.58691371","3"
17773,"32.48244783","5"
17774,"60.2391378","3"
17775,"64.70968919","3"
17776,"36.55000178","5"
17777,"16.92105219","2"
17778,"50.19113289","3"
17779,"15.31460048","2"
17780,"49.32656736","3"
17781,"53.36885763","3"
17782,"20.56593745","2"
17783,"46.95914477","3"
17784,"51.97990849","3"
17785,"26.04652149","2"
17786,"40.84246285","3"
17787,"42.35037119","3"
17788,"30.10184842","2"
17789,"38.39359423","3"
17790,"37.77275974","3"
17791,"24.16569186","2"
17792,"44.74125999","3"
17793,"29.55457916","4"
17794,"17.56356699","2"
17795,"49.47307673","4"
17796,"26.74117597","3"
17797,"16.14291563","2"
17798,"27.38846564","3"
17799,"18.24022379","3"
17800,"55.50158463","1"
17801,"50.28436746","3"
17802,"65.56907708","4"
17803,"56.39769256","3"
17804,"37.34012211","3"
17805,"38.30328089","1"
17806,"22.77097461","1"
17807,"35.7071398","2"
17808,"29.70422147","2"
17809,"34.50340233","2"
17810,"50.66333467","2"
17811,"49.22645752","1"
17812,"60.45219491","1"
17813,"66.43651131","2"
17814,"77.60479589","2"
17815,"79.51262377","2"
17816,"69.20601396","2"
17817,"63.54108859","1"
17818,"51.78962049","1"
17819,"46.78391306","1"
17820,"39.75150105","1"
17821,"36.30665445","1"
17822,"32.2846789","2"
17823,"32.04215865","3"
17824,"35.52867529","3"
17825,"38.85836757","2"
17826,"55.03708361","3"
17827,"50.25913076","3"
17828,"56.81615296","4"
17829,"61.36832444","3"
17830,"67.71773372","4"
17831,"74.20608356","4"
17832,"52.83947997","3"
17833,"69.13613865","3"
17834,"62.76977279","3"
17835,"21.32607878","3"
17836,"46.84337895","4"
17837,"27.58272005","3"
17838,"50.15466321","2"
17839,"44.31402849","2"
17840,"23.1095451","2"
17841,"27.75071274","2"
17842,"37.31268993","2"
17843,"43.5829063","2"
17844,"56.09002323","2"
17845,"60.76034516","3"
17846,"64.36742688","4"
17847,"45.51915598","3"
17848,"56.89881304","3"
17849,"58.10775247","4"
17850,"50.93278671","3"
17851,"47.98731499","2"
17852,"46.21733028","3"
17853,"56.13418081","3"
17854,"42.52060856","2"
17855,"40.18414361","3"
17856,"50.48730956","3"
17857,"30.05919683","3"
17858,"33.34077674","2"
17859,"40.70440025","3"
17860,"24.84194315","3"
17861,"35.89393192","3"
17862,"16.61294362","2"
17863,"29.48040618","3"
17864,"15.26185925","2"
17865,"27.38481243","2"
17866,"21.37524528","2"
17867,"25.7825525","2"
17868,"25.70355464","2"
17869,"28.12153018","2"
17870,"38.46118832","3"
17871,"35.3534592","2"
17872,"29.14096057","2"
17873,"23.17730555","3"
17874,"34.15605681","2"
17875,"34.34366968","4"
17876,"39.21989089","2"
17877,"40.60680728","3"
17878,"50.1291453","3"
17879,"51.38694285","3"
17880,"55.78371414","3"
17881,"57.73075969","3"
17882,"29.6914563","2"
17883,"60.90532069","4"
17884,"51.5086529","3"
17885,"28.17988867","2"
17886,"61.03874432","4"
17887,"45.10027952","3"
17888,"28.93847449","3"
17889,"63.65885336","4"
17890,"33.35922596","3"
17891,"32.74337521","3"
17892,"26.73847804","3"
17893,"61.58268216","4"
17894,"37.19471493","3"
17895,"78.62484559","2"
17896,"65.68524241","2"
17897,"39.28035579","1"
17898,"61.2814136","1"
17899,"74.06687976","2"
17900,"64.65033276","3"
17901,"15.08215417","3"
17902,"38.60580841","2"
17903,"25.2708055","2"
17904,"35.48810341","2"
17905,"42.1492192","3"
17906,"35.28972137","2"
17907,"21.05638181","1"
17908,"37.25585215","1"
17909,"31.53903624","1"
17910,"19.28497435","1"
17911,"31.35410279","1"
17912,"35.36182921","2"
17913,"38.495996","2"
17914,"45.4752217","2"
17915,"29.49670169","2"
17916,"50.35541964","2"
17917,"28.55670436","2"
17918,"52.71426271","2"
17919,"43.68136629","2"
17920,"39.44180279","3"
17921,"37.30006033","3"
17922,"34.25236196","3"
17923,"58.33607015","2"
17924,"56.32074226","2"
17925,"43.9229254","2"
17926,"38.05259383","2"
17927,"24.61463724","2"
17928,"61.77292279","2"
17929,"64.89045026","3"
17930,"67.80128072","3"
17931,"74.81517787","3"
17932,"68.67958383","3"
17933,"56.47917603","4"
17934,"49.92876628","4"
17935,"41.1991331","2"
17936,"37.09561866","2"
17937,"31.12050621","2"
17938,"34.94858736","2"
17939,"38.59668798","2"
17940,"43.62533982","2"
17941,"49.0948452","3"
17942,"61.36860545","3"
17943,"66.82792069","3"
17944,"67.11047704","3"
17945,"61.42084283","3"
17946,"51.25247581","3"
17947,"46.24865374","3"
17948,"43.80867824","3"
17949,"40.49234789","3"
17950,"51.86159796","4"
17951,"55.35561413","3"
17952,"57.93928904","4"
17953,"59.82160546","3"
17954,"49.25879509","2"
17955,"52.67025218","2"
17956,"72.18914079","4"
17957,"60.74850885","2"
17958,"69.90297478","4"
17959,"58.3448604","3"
17960,"21.21743829","3"
17961,"35.38835111","3"
17962,"29.24312813","3"
17963,"31.74250958","2"
17964,"54.43471715","3"
17965,"15.82249215","3"
17966,"16.67463058","4"
17967,"22.89157334","4"
17968,"28.35750937","4"
17969,"40.24699931","4"
17970,"46.2687936","4"
17971,"56.44519591","5"
17972,"58.32387891","3"
17973,"49.93172897","3"
17974,"47.94282186","3"
17975,"37.81681577","4"
17976,"46.50473815","4"
17977,"51.63149947","4"
17978,"56.50593031","3"
17979,"49.56110919","3"
17980,"38.17399847","3"
17981,"32.23711328","3"
17982,"22.48178747","3"
17983,"18.17577618","3"
17984,"17.44350701","2"
17985,"59.92293839","2"
17986,"43.93421728","2"
17987,"47.14214747","2"
17988,"46.22335942","2"
17989,"29.81648247","2"
17990,"33.4697436","2"
17991,"31.68298286","2"
17992,"51.8967048","3"
17993,"49.76937815","2"
17994,"41.70511788","2"
17995,"44.8026041","2"
17996,"37.78880042","2"
17997,"30.09964509","2"
17998,"32.35363129","2"
17999,"36.57549394","3"
18000,"40.32296239","3"
18001,"27.88221971","2"
18002,"15.81893038","2"
18003,"14.07798241","2"
18004,"21.86698797","2"
18005,"26.69992049","2"
18006,"38.66751799","2"
18007,"44.96033765","2"
18008,"58.76683665","2"
18009,"65.40071789","2"
18010,"21.51728747","3"
18011,"14.60816205","3"
18012,"13.68626438","3"
18013,"17.51168881","3"
18014,"27.61945799","2"
18015,"22.96736774","2"
18016,"37.52309112","2"
18017,"31.88807155","2"
18018,"43.18859008","3"
18019,"54.96226159","3"
18020,"49.31836027","3"
18021,"67.48892741","3"
18022,"70.86610018","3"
18023,"72.57565806","3"
18024,"67.32970482","3"
18025,"62.22180575","2"
18026,"33.21882107","2"
18027,"36.37434724","2"
18028,"65.27353682","4"
18029,"59.20084468","4"
18030,"46.26858801","4"
18031,"33.26556462","2"
18032,"39.93235056","2"
18033,"49.11684246","3"
18034,"54.14192544","3"
18035,"59.07104563","4"
18036,"47.59871369","4"
18037,"53.22476211","4"
18038,"36.02939865","3"
18039,"41.59866514","4"
18040,"31.35733128","3"
18041,"26.12754032","3"
18042,"59.16809375","3"
18043,"33.0249198","3"
18044,"29.61617961","3"
18045,"53.57610055","3"
18046,"52.25778744","3"
18047,"41.37320341","3"
18048,"35.50234391","3"
18049,"24.91047614","3"
18050,"20.56575744","2"
18051,"14.74569285","2"
18052,"16.11594447","2"
18053,"39.49885579","3"
18054,"31.73754088","3"
18055,"37.03113806","3"
18056,"47.29799117","3"
18057,"42.28482206","3"
18058,"52.95298902","2"
18059,"50.46434398","3"
18060,"52.83182851","3"
18061,"49.35305072","3"
18062,"50.33010276","3"
18063,"49.02556744","3"
18064,"27.59914667","2"
18065,"26.9399506","1"
18066,"25.71600943","1"
18067,"30.8241479","1"
18068,"38.05141328","1"
18069,"34.15020094","1"
18070,"48.93117812","3"
18071,"54.15099845","3"
18072,"59.65892547","3"
18073,"70.85933608","3"
18074,"65.63798743","3"
18075,"59.35640956","3"
18076,"65.16003823","3"
18077,"53.83840771","3"
18078,"31.4561681","2"
18079,"29.0868562","2"
18080,"38.56321592","4"
18081,"49.29197744","3"
18082,"46.88930241","2"
18083,"26.67659642","2"
18084,"37.137225","2"
18085,"41.52470153","3"
18086,"74.95229021","2"
18087,"70.11964008","2"
18088,"65.60339375","2"
18089,"60.33768492","2"
18090,"56.20890147","2"
18091,"51.21541977","2"
18092,"50.70882626","2"
18093,"50.82733321","2"
18094,"53.740575","3"
18095,"54.12043478","3"
18096,"53.43016938","3"
18097,"53.67540778","3"
18098,"55.08859488","3"
18099,"57.15749737","3"
18100,"55.14916276","3"
18101,"49.33909408","3"
18102,"43.58709335","3"
18103,"58.86325244","4"
18104,"63.2895299","3"
18105,"60.69854493","3"
18106,"54.41233447","3"
18107,"49.12275636","3"
18108,"43.972451","3"
18109,"29.15726041","3"
18110,"24.17123911","2"
18111,"19.66358241","2"
18112,"18.54415913","2"
18113,"17.0766961","2"
18114,"25.80341041","1"
18115,"31.84839446","1"
18116,"37.79343205","1"
18117,"43.85144145","1"
18118,"49.79262839","1"
18119,"55.78130192","1"
18120,"61.74097221","1"
18121,"67.71815642","1"
18122,"63.2190885","2"
18123,"57.79488607","2"
18124,"51.78681934","2"
18125,"46.62501416","2"
18126,"41.68451954","2"
18127,"36.92819887","2"
18128,"54.74183021","2"
18129,"49.0717697","2"
18130,"43.96469777","2"
18131,"38.58514074","2"
18132,"27.63267604","2"
18133,"22.94148637","2"
18134,"18.09653585","2"
18135,"15.45577159","2"
18136,"18.80642371","2"
18137,"23.39632518","2"
18138,"28.50096518","2"
18139,"33.97550823","2"
18140,"39.0773479","2"
18141,"44.87047133","1"
18142,"62.29544185","2"
18143,"58.38429408","2"
18144,"53.61104119","2"
18145,"50.48698963","2"
18146,"47.86969206","2"
18147,"47.44919431","2"
18148,"46.23408364","2"
18149,"31.08360839","3"
18150,"26.89822458","3"
18151,"23.5484925","2"
18152,"22.91853461","2"
18153,"22.43692008","2"
18154,"22.05093177","2"
18155,"24.5804831","2"
18156,"36.88800868","1"
18157,"40.26770302","1"
18158,"44.10567354","1"
18159,"48.46563631","1"
18160,"52.16285936","2"
18161,"57.16309231","2"
18162,"70.68809157","1"
18163,"69.53678713","1"
18164,"67.65086035","1"
18165,"64.57952186","1"
18166,"39.25861702","3"
18167,"31.99811214","4"
18168,"41.68512062","2"
18169,"35.34587071","2"
18170,"29.75449662","2"
18171,"25.45006685","1"
18172,"19.38733836","1"
18173,"15.0943365","1"
18174,"14.4544113","1"
18175,"14.38510751","1"
18176,"20.92502934","2"
18177,"25.89255682","1"
18178,"31.23249265","2"
18179,"36.25316372","2"
18180,"41.93374435","2"
18181,"26.81543717","4"
18182,"27.09675635","5"
18183,"30.14448426","5"
18184,"28.743661","5"
18185,"47.38496684","2"
18186,"33.76934754","5"
18187,"43.88060367","4"
18188,"39.24497558","5"
18189,"48.73634549","4"
18190,"45.30690723","3"
18191,"54.27322492","4"
18192,"40.6752877","3"
18193,"50.18453187","4"
18194,"47.83892234","4"
18195,"35.32000867","3"
18196,"44.7285621","4"
18197,"31.40987088","3"
18198,"42.79371169","4"
18199,"30.12564313","3"
18200,"28.65932687","3"
18201,"30.67375245","3"
18202,"29.85252384","2"
18203,"27.79251605","2"
18204,"31.82581457","2"
18205,"24.74160345","2"
18206,"34.00211374","2"
18207,"24.32089374","2"
18208,"37.58840644","3"
18209,"25.35001043","2"
18210,"41.90235992","3"
18211,"19.72939666","2"
18212,"23.91392098","2"
18213,"28.51457745","2"
18214,"39.74712221","4"
18215,"34.54980143","3"
18216,"34.87847605","4"
18217,"38.86078403","4"
18218,"27.45077941","1"
18219,"31.65850471","4"
18220,"25.66224821","1"
18221,"26.33361835","2"
18222,"28.30110187","2"
18223,"31.88653933","2"
18224,"19.90639953","3"
18225,"24.04308441","3"
18226,"34.78435648","3"
18227,"28.76171853","3"
18228,"40.03790961","3"
18229,"50.53580523","3"
18230,"44.83072341","3"
18231,"35.60742452","2"
18232,"56.51579293","3"
18233,"40.06172395","2"
18234,"49.49295999","2"
18235,"55.88172031","2"
18236,"59.46825154","2"
18237,"55.54648903","2"
18238,"59.32323069","3"
18239,"52.28399276","2"
18240,"60.70784585","3"
18241,"54.10794143","2"
18242,"60.22918745","2"
18243,"48.01992919","2"
18244,"36.4234149","2"
18245,"42.02784148","2"
18246,"30.14726807","2"
18247,"24.52388967","2"
18248,"50.07609077","2"
18249,"49.05061321","2"
18250,"58.56122777","3"
18251,"59.15685599","3"
18252,"63.79791369","3"
18253,"62.15391747","3"
18254,"64.4847787","3"
18255,"67.1377113","3"
18256,"70.25923956","4"
18257,"44.61654469","2"
18258,"42.81758171","2"
18259,"38.80572304","2"
18260,"37.86001001","2"
18261,"33.26471748","2"
18262,"33.93612852","2"
18263,"27.94758915","2"
18264,"32.02662444","2"
18265,"22.34793007","2"
18266,"29.6069246","2"
18267,"17.80205518","2"
18268,"28.33430521","2"
18269,"26.34991976","2"
18270,"15.08643936","1"
18271,"62.35023532","2"
18272,"61.1251714","2"
18273,"60.44217907","3"
18274,"31.85657975","3"
18275,"41.98618889","2"
18276,"44.45756236","3"
18277,"38.39260651","2"
18278,"28.12644401","2"
18279,"47.74633319","2"
18280,"53.97322493","2"
18281,"59.76151121","2"
18282,"59.33568146","2"
18283,"47.41033568","2"
18284,"42.3431081","2"
18285,"37.46868464","2"
18286,"31.95272619","3"
18287,"27.28937447","3"
18288,"23.04214886","2"
18289,"20.60723521","2"
18290,"18.07765842","2"
18291,"16.99764283","2"
18292,"29.02274416","2"
18293,"47.64670472","3"
18294,"32.0392426","2"
18295,"52.47039437","3"
18296,"39.24386025","2"
18297,"44.28122481","2"
18298,"56.84998911","4"
18299,"62.49663583","5"
18300,"58.87693404","4"
18301,"67.35057613","5"
18302,"69.05977417","5"
18303,"45.00207686","5"
18304,"48.63611912","5"
18305,"54.27198447","4"
18306,"40.89931464","5"
18307,"37.31101844","4"
18308,"53.52817898","5"
18309,"48.12653739","2"
18310,"25.01920129","2"
18311,"29.85075356","2"
18312,"35.15555759","2"
18313,"67.61992471","1"
18314,"62.49309531","1"
18315,"27.41638562","2"
18316,"34.39864213","2"
18317,"36.39337595","2"
18318,"35.54935222","2"
18319,"39.35639345","1"
18320,"48.3025237","1"
18321,"44.18632893","1"
18322,"56.88663294","1"
18323,"52.00706483","1"
18324,"42.61346908","2"
18325,"32.58926341","1"
18326,"29.35455506","1"
18327,"19.93360083","2"
18328,"14.5493224","2"
18329,"39.72634915","3"
18330,"46.30921286","3"
18331,"58.69160349","3"
18332,"53.32040832","3"
18333,"36.71034396","3"
18334,"30.02226789","3"
18335,"26.37563428","2"
18336,"26.0193863","1"
18337,"38.14152977","1"
18338,"37.34337334","1"
18339,"39.50710984","2"
18340,"42.24134826","2"
18341,"48.77224897","2"
18342,"53.70721607","2"
18343,"52.61835276","2"
18344,"46.99769263","2"
18345,"36.51550394","2"
18346,"32.288528","2"
18347,"42.02614491","1"
18348,"45.54677828","1"
18349,"44.07742194","1"
18350,"48.89210793","1"
18351,"29.67156559","1"
18352,"32.94198849","1"
18353,"42.20352152","1"
18354,"45.5439983","1"
18355,"47.24618173","2"
18356,"53.00452287","2"
18357,"17.21765146","2"
18358,"58.48104914","2"
18359,"24.13016801","2"
18360,"64.94027612","2"
18361,"36.54213026","3"
18362,"43.74068392","3"
18363,"57.13571828","3"
18364,"62.33139677","3"
18365,"55.61554816","3"
18366,"24.0232629","4"
18367,"13.47082599","3"
18368,"20.13626413","3"
18369,"33.77188766","3"
18370,"40.47509598","3"
18371,"44.63294808","3"
18372,"38.24767321","3"
18373,"25.37804445","3"
18374,"19.65060721","3"
18375,"40.54153699","3"
18376,"43.39303392","3"
18377,"51.02539198","3"
18378,"55.01373372","3"
18379,"47.41432499","3"
18380,"43.6532758","3"
18381,"34.63955877","3"
18382,"31.77470295","3"
18383,"24.94324018","3"
18384,"68.00228165","1"
18385,"43.61452613","1"
18386,"53.55351702","1"
18387,"40.03567718","1"
18388,"39.86456458","1"
18389,"35.4445385","1"
18390,"44.27801501","2"
18391,"38.96518097","1"
18392,"49.39353431","2"
18393,"48.71775347","2"
18394,"64.95783316","2"
18395,"54.75943809","2"
18396,"68.52595836","2"
18397,"71.26173805","3"
18398,"55.22407143","3"
18399,"63.40885172","3"
18400,"36.57194867","1"
18401,"33.41694516","2"
18402,"42.97908526","1"
18403,"36.02102299","2"
18404,"45.20505853","2"
18405,"54.73346891","2"
18406,"32.79491372","2"
18407,"14.59693446","2"
18408,"25.30443862","3"
18409,"35.09889453","3"
18410,"41.52764539","2"
18411,"46.7466649","3"
18412,"56.74084726","3"
18413,"47.09448911","3"
18414,"49.62227297","2"
18415,"37.73092483","2"
18416,"27.77341161","2"
18417,"18.45136475","2"
18418,"15.0980758","1"
18419,"20.52526287","1"
18420,"28.49514827","2"
18421,"44.41190213","2"
18422,"50.10744727","3"
18423,"26.81136853","5"
18424,"34.58639949","3"
18425,"30.35864133","5"
18426,"28.67489773","2"
18427,"40.19537062","5"
18428,"26.45882235","4"
18429,"45.17373017","4"
18430,"30.04509179","4"
18431,"56.70928664","4"
18432,"40.51989069","4"
18433,"52.47417261","4"
18434,"45.99463441","4"
18435,"37.73544196","4"
18436,"56.07167777","3"
18437,"31.14246021","4"
18438,"54.83747648","4"
18439,"20.35182286","5"
18440,"48.77629397","4"
18441,"50.02741014","4"
18442,"14.92304287","5"
18443,"65.2036219","4"
18444,"59.56345854","4"
18445,"46.19409373","4"
18446,"22.21911734","5"
18447,"39.48417301","4"
18448,"15.79776443","4"
18449,"13.87281326","4"
18450,"18.0892569","3"
18451,"34.5176945","3"
18452,"34.76771959","3"
18453,"26.50764854","4"
18454,"36.91928533","3"
18455,"19.33798205","4"
18456,"43.78208886","3"
18457,"39.77110631","3"
18458,"13.10435805","4"
18459,"35.31735169","3"
18460,"15.68403712","4"
18461,"30.58420948","3"
18462,"36.4732676","3"
18463,"50.47289276","3"
18464,"50.45185509","4"
18465,"44.06115529","4"
18466,"38.61369702","3"
18467,"33.61190397","3"
18468,"35.54607426","3"
18469,"34.38680844","2"
18470,"23.15997533","3"
18471,"35.49533519","2"
18472,"15.04551565","3"
18473,"42.34393084","3"
18474,"15.11617008","3"
18475,"46.39202517","3"
18476,"22.29564974","4"
18477,"55.66569563","3"
18478,"57.78517212","3"
18479,"32.60183302","3"
18480,"33.35538767","2"
18481,"33.65897478","4"
18482,"18.89142382","2"
18483,"39.52247029","4"
18484,"51.09977073","4"
18485,"12.20560059","2"
18486,"56.57979168","4"
18487,"65.90921259","4"
18488,"66.43508544","3"
18489,"37.94680145","3"
18490,"26.37396616","3"
18491,"25.32566195","3"
18492,"44.02787178","2"
18493,"42.66177322","2"
18494,"36.79858606","2"
18495,"53.22080851","3"
18496,"24.99403314","3"
18497,"57.86990473","3"
18498,"53.07238113","3"
18499,"38.64541645","3"
18500,"33.51037354","4"
18501,"32.34148332","2"
18502,"33.1425138","3"
18503,"43.24321811","4"
18504,"59.86266376","4"
18505,"56.24624061","4"
18506,"55.29407587","4"
18507,"49.88630972","4"
18508,"44.09265933","4"
18509,"36.98119128","4"
18510,"38.36917712","3"
18511,"31.79907041","4"
18512,"26.37524257","2"
18513,"32.71419999","3"
18514,"20.77351268","2"
18515,"15.85491917","2"
18516,"22.09128652","2"
18517,"29.63887739","2"
18518,"39.63072592","2"
18519,"48.8467497","3"
18520,"57.56048052","2"
18521,"67.1883595","3"
18522,"27.96661599","2"
18523,"16.47456482","2"
18524,"30.31262213","3"
18525,"67.76764212","3"
18526,"57.63783359","3"
18527,"48.32124961","3"
18528,"40.10810759","2"
18529,"31.81210497","2"
18530,"46.70116609","4"
18531,"53.43884985","5"
18532,"56.70747504","5"
18533,"52.02936277","4"
18534,"25.21831619","4"
18535,"26.06845959","4"
18536,"45.32947939","4"
18537,"32.60482131","3"
18538,"37.28474211","2"
18539,"46.32521919","3"
18540,"41.45096615","3"
18541,"31.64797838","4"
18542,"25.86720687","4"
18543,"60.5061119","3"
18544,"61.78646927","3"
18545,"49.16280906","4"
18546,"41.46864725","4"
18547,"15.76727938","2"
18548,"29.42877889","4"
18549,"22.3837001","3"
18550,"14.43190625","2"
18551,"24.71455213","5"
18552,"28.33373555","4"
18553,"44.61066956","3"
18554,"54.70731989","4"
18555,"25.37117207","3"
18556,"24.65028477","4"
18557,"57.7625571","4"
18558,"25.79174583","3"
18559,"25.87914397","3"
18560,"35.82696425","2"
18561,"29.85887843","3"
18562,"31.52481799","3"
18563,"34.09443242","3"
18564,"43.29198089","3"
18565,"49.18319966","3"
18566,"46.53324437","3"
18567,"43.04529663","3"
18568,"41.0459148","3"
18569,"54.08702803","3"
18570,"31.95235312","3"
18571,"65.45709337","4"
18572,"28.58223314","2"
18573,"77.22653355","4"
18574,"26.83880996","1"
18575,"71.61803398","4"
18576,"28.46795392","1"
18577,"37.34883208","1"
18578,"62.70747435","2"
18579,"43.59944589","1"
18580,"55.56561878","2"
18581,"52.21854123","2"
18582,"45.79837829","2"
18583,"25.6747708","3"
18584,"44.38610838","3"
18585,"31.40171391","3"
18586,"38.20571068","3"
18587,"36.15947275","3"
18588,"25.69859115","3"
18589,"19.92876841","2"
18590,"46.4482642","3"
18591,"12.95431619","2"
18592,"50.12274609","3"
18593,"14.03989992","2"
18594,"56.18567857","3"
18595,"58.61827696","3"
18596,"23.0080807","1"
18597,"54.62530113","3"
18598,"50.44348012","3"
18599,"49.53686396","4"
18600,"29.19879645","2"
18601,"55.4884388","4"
18602,"53.66697275","4"
18603,"47.03760709","4"
18604,"32.88862026","4"
18605,"26.45639427","3"
18606,"14.9919","2"
18607,"40.08564596","3"
18608,"13.46048964","3"
18609,"15.6814764","2"
18610,"48.30270655","2"
18611,"20.72015272","4"
18612,"22.64530721","4"
18613,"29.54632247","4"
18614,"28.54551635","4"
18615,"49.22366563","3"
18616,"41.96360178","4"
18617,"54.31220393","4"
18618,"66.58498111","4"
18619,"63.08603816","2"
18620,"75.38157062","3"
18621,"48.76100416","2"
18622,"66.6150852","3"
18623,"64.54908089","2"
18624,"72.89379477","4"
18625,"52.87421211","1"
18626,"37.79024145","3"
18627,"47.2950089","4"
18628,"55.75372246","4"
18629,"63.81175626","4"
18630,"61.43722849","4"
18631,"58.52267916","3"
18632,"51.54935845","3"
18633,"45.67986298","3"
18634,"34.39014986","4"
18635,"57.41525244","3"
18636,"26.18218029","4"
18637,"59.27207421","3"
18638,"19.43771206","2"
18639,"19.3955651","3"
18640,"20.15687116","4"
18641,"24.73265944","1"
18642,"17.43260245","1"
18643,"14.51058137","1"
18644,"41.63667198","2"
18645,"30.92913935","2"
18646,"16.21086666","1"
18647,"24.71575233","2"
18648,"21.78664801","1"
18649,"26.70542373","2"
18650,"29.62964192","1"
18651,"36.53518647","3"
18652,"38.21275905","2"
18653,"47.72902179","3"
18654,"53.13532858","3"
18655,"61.90263353","1"
18656,"46.42650944","3"
18657,"60.76763492","3"
18658,"25.34502224","3"
18659,"63.76520366","3"
18660,"58.19942384","4"
18661,"51.16313985","4"
18662,"46.67593303","3"
18663,"32.01481764","3"
18664,"40.57580568","3"
18665,"77.99163466","4"
18666,"76.50157275","5"
18667,"66.23965758","4"
18668,"56.89392643","3"
18669,"34.41573623","4"
18670,"33.18306839","3"
18671,"24.94846007","2"
18672,"15.0714831","2"
18673,"34.83471304","2"
18674,"13.61620455","2"
18675,"18.65135948","2"
18676,"24.0905191","2"
18677,"36.26814538","3"
18678,"42.70313049","3"
18679,"54.02538563","3"
18680,"41.5585777","2"
18681,"34.59071259","2"
18682,"30.71867759","2"
18683,"32.30546552","2"
18684,"39.03481931","2"
18685,"46.07856582","2"
18686,"55.33599906","2"
18687,"66.57674628","3"
18688,"63.69052534","2"
18689,"63.09777197","2"
18690,"74.22353169","2"
18691,"58.74167669","2"
18692,"47.63538184","2"
18693,"35.06444051","1"
18694,"71.41856841","2"
18695,"57.55545072","2"
18696,"42.28521898","2"
18697,"16.15834546","1"
18698,"55.96916027","3"
18699,"52.99169718","3"
18700,"51.47089999","3"
18701,"50.99325918","3"
18702,"51.15827925","3"
18703,"51.95694462","3"
18704,"41.60096397","2"
18705,"36.8149696","2"
18706,"30.3713222","2"
18707,"24.61416855","1"
18708,"16.70102703","2"
18709,"16.21401776","2"
18710,"20.78724606","2"
18711,"31.1736311","2"
18712,"42.24420216","2"
18713,"55.34325521","3"
18714,"81.05527359","3"
18715,"43.0816047","1"
18716,"74.7962331","3"
18717,"36.5685821","2"
18718,"70.60072823","3"
18719,"33.95108109","2"
18720,"68.11661186","3"
18721,"36.45707251","2"
18722,"67.58059327","3"
18723,"42.61998673","2"
18724,"60.58230426","3"
18725,"51.98124149","2"
18726,"49.16873086","3"
18727,"37.96103183","3"
18728,"39.95486885","2"
18729,"47.82875367","3"
18730,"35.37919205","2"
18731,"25.12512886","3"
18732,"27.03036766","4"
18733,"55.2017345","3"
18734,"37.93273442","3"
18735,"48.48130014","3"
18736,"35.25631383","4"
18737,"49.87680005","3"
18738,"27.30425637","3"
18739,"18.70068695","3"
18740,"31.86972688","4"
18741,"23.18115357","4"
18742,"13.088615","3"
18743,"15.16788829","4"
18744,"13.69151172","3"
18745,"17.47702042","3"
18746,"26.09844714","3"
18747,"34.02225497","3"
18748,"30.36166567","4"
18749,"23.22658432","3"
18750,"31.99602465","2"
18751,"27.15929883","3"
18752,"24.09726835","4"
18753,"52.82577522","3"
18754,"54.20869041","3"
18755,"62.52635941","3"
18756,"53.92464446","4"
18757,"68.56079602","3"
18758,"44.85332572","4"
18759,"60.3026699","3"
18760,"51.45509995","3"
18761,"42.97984496","1"
18762,"42.72069355","3"
18763,"35.27352072","1"
18764,"30.21362145","1"
18765,"25.64217168","2"
18766,"24.87382041","2"
18767,"28.84734109","3"
18768,"35.24750531","3"
18769,"25.52948458","1"
18770,"32.8051484","2"
18771,"46.09628647","2"
18772,"57.6660643","2"
18773,"62.88936298","2"
18774,"23.88223558","1"
18775,"60.95478434","2"
18776,"37.64377582","3"
18777,"32.78012868","2"
18778,"45.71761757","2"
18779,"60.69057726","3"
18780,"34.06745049","2"
18781,"56.36235225","3"
18782,"25.03238938","2"
18783,"31.48254174","2"
18784,"67.57695648","3"
18785,"72.74430311","3"
18786,"22.98495608","2"
18787,"15.89616319","3"
18788,"31.54033741","2"
18789,"46.33970285","2"
18790,"34.64802032","2"
18791,"32.64801975","2"
18792,"36.35110374","2"
18793,"42.87045918","2"
18794,"58.52550296","3"
18795,"46.62920636","2"
18796,"34.17484066","2"
18797,"25.0258772","2"
18798,"27.43461129","4"
18799,"31.14778415","4"
18800,"38.52309682","4"
18801,"46.47820938","3"
18802,"55.28219986","3"
18803,"56.19197707","3"
18804,"53.3543066","3"
18805,"42.41279446","3"
18806,"48.8980045","3"
18807,"85.22519476","2"
18808,"47.62748202","1"
18809,"74.70741103","1"
18810,"83.57138789","2"
18811,"16.8393322","1"
18812,"35.85303602","2"
18813,"54.65274392","2"
18814,"52.23575731","2"
18815,"32.83417317","2"
18816,"38.95353152","3"
